Id,Año,Mes,Día,Rango de hora,Sexo,Rango de edad,Lugar,Provincia
1375,2015,Abril,Domingo,12:00-17:59,Hombre,25-29,Río,Espaillat
1376,2015,Abril,Domingo,12:00-17:59,Hombre,20-24,Mar,San Pedro de Macorís
1377,2015,Abril,Domingo,12:00-17:59,Hombre,25-29,Mar,Puerto Plata
1378,2015,Abril,Lunes, 6:00-11:59,Hombre,20-24,Canal,Monte Cristi
1379,2015,Abril,Martes, 6:00-11:59,Hombre,0-4,Otros,Monseñor Nouel
1380,2015,Abril,Viernes, 6:00-11:59,Hombre,0-4,Cubeta,Santo Domingo
1381,2015,Abril,Sábado,18:00-23:59,Hombre,15-19,Canal,Santiago
1382,2015,Abril,Domingo,12:00-17:59,Hombre,20-24,Río,Santo Domingo
1383,2015,Abril,Lunes, 6:00-11:59,Mujer,0-4,Cubeta,San Cristóbal
1384,2015,Abril,Lunes,12:00-17:59,Hombre,60-64,Mar,La Romana
1385,2015,Mayo,Domingo,12:00-17:59,Hombre,20-24,Río,La Altagracia
1386,2015,Mayo,Domingo,12:00-17:59,Hombre,15-19,Río,Monte Plata
1387,2015,Mayo,Lunes,12:00-17:59,Hombre,25-29,Río,Monseñor Nouel
1388,2015,Mayo,Lunes,12:00-17:59,Mujer,14-Oct,Río,Duarte
1389,2015,Mayo,Lunes,12:00-17:59,Hombre,15-19,Mar,San Pedro de Macorís
1390,2015,Mayo,Lunes,12:00-17:59,Hombre,9-May,Río,La Altagracia
1391,2015,Mayo,Lunes,12:00-17:59,Hombre,20-24,Río,Santiago
1392,2015,Mayo,Lunes,12:00-17:59,Mujer,0-4,Piscina,Distrito Nacional
1393,2015,Mayo,Lunes,12:00-17:59,Hombre,45-49,Río,Puerto Plata
1394,2015,Mayo,Lunes,18:00-23:59,Hombre,15-19,Canal,Duarte
1395,2015,Mayo,Martes, 6:00-11:59,Hombre,45-49,Otros,Bahoruco
1396,2015,Mayo,Miércoles,12:00-17:59,Hombre,20-24,Río,La Vega
1397,2015,Mayo,Miércoles,18:00-23:59,Hombre,60-64,Mar,La Altagracia
1398,2015,Mayo,Jueves,12:00-17:59,Hombre,14-Oct,Río,Monte Plata
1399,2015,Mayo,Jueves,12:00-17:59,Hombre,0-4,Pozo,Sánchez Ramírez
1400,2015,Mayo,Viernes,12:00-17:59,Hombre,9-May,Río,Bahoruco
1401,2015,Mayo,Sábado, 6:00-11:59,Hombre,25-29,Río,La Romana
1402,2015,Mayo,Sábado,18:00-23:59,Hombre,15-19,Mar,San Cristóbal
1403,2015,Mayo,Martes,12:00-17:59,Hombre,N/D,Mar,Distrito Nacional
1404,2015,Mayo,Miércoles,12:00-17:59,Hombre,45-49,Canal,Santiago
1405,2015,Mayo,Sábado, 6:00-11:59,Mujer,0-4,Cisterna,María Trinidad Sánchez
1406,2015,Mayo,Sábado, 6:00-11:59,Mujer,15-19,Río,San Pedro de Macorís
1407,2015,Mayo,Sábado, 6:00-11:59,Hombre,15-19,Río,San Pedro de Macorís
1408,2015,Mayo,Sábado, 6:00-11:59,Hombre,60-64,Río,Monte Plata
1409,2015,Mayo,Domingo,12:00-17:59,Hombre,0-4,Canal,Santiago
1410,2015,Mayo,Martes,12:00-17:59,Mujer,65-69,Mar,Distrito Nacional
1411,2015,Mayo,Martes,18:00-23:59,Hombre,15-19,Río,Pedernales
1412,2015,Mayo,Martes,12:00-17:59,Hombre,14-Oct,Río,San Pedro de Macorís
1413,2015,Mayo,Viernes,18:00-23:59,Hombre,20-24,Cisterna,Santo Domingo
1414,2015,Mayo,Domingo,0:00-05:59,Hombre,40-44,Río,Santo Domingo
1415,2015,Mayo,Domingo,12:00-17:59,Hombre,30-34,Río,San Pedro de Macorís
1416,2015,Junio,Lunes,18:00-23:59,Hombre,0-4,Cisterna,Santo Domingo
1417,2015,Junio,Lunes,12:00-17:59,Hombre,15-19,Río,San Cristóbal
1418,2015,Junio,Martes, 6:00-11:59,Hombre,50-54,Mar,La Altagracia
1419,2015,Junio,Miércoles,18:00-23:59,Hombre,15-19,Río,Santo Domingo
1420,2015,Junio,Jueves,12:00-17:59,Hombre,60-64,Río,La Vega
1421,2015,Junio,Jueves,18:00-23:59,Hombre,50-54,Río,Santiago
1422,2015,Junio,Viernes, 6:00-11:59,Hombre,35-39,Canal,Monte Cristi
1423,2015,Junio,Domingo,12:00-17:59,Mujer,0-4,Río,Santo Domingo
1424,2015,Junio,Lunes,12:00-17:59,Hombre,45-49,Mar,Distrito Nacional
1425,2015,Junio,Miércoles,12:00-17:59,Hombre,14-Oct,Mar,Peravia
1426,2015,Junio,Jueves, 6:00-11:59,Hombre,15-19,Río,Santo Domingo
1427,2015,Junio,Sábado,12:00-17:59,Hombre,9-May,Río,Hato Mayor
1428,2015,Junio,Domingo, 6:00-11:59,Hombre,15-19,Mar,Samaná
1429,2015,Junio,Domingo,18:00-23:59,Hombre,45-49,Mar,La Altagracia
1430,2015,Junio,Miércoles,18:00-23:59,Hombre,N/D,Mar,La Altagracia
1431,2015,Junio,Jueves,12:00-17:59,Mujer,0-4,Cubeta,Distrito Nacional
1432,2015,Junio,Viernes,12:00-17:59,Hombre,14-Oct,Canal,Valverde
1433,2015,Junio,Sábado,12:00-17:59,Hombre,25-29,Otros,Samaná
1434,2015,Junio,Sábado,12:00-17:59,Mujer,14-Oct,Piscina,San Cristóbal
1435,2015,Junio,Domingo,18:00-23:59,Hombre,0-4,Pozo,María Trinidad Sánchez
1436,2015,Junio,Lunes, 6:00-11:59,Hombre,65-69,Piscina,Peravia
1437,2015,Junio,Lunes,18:00-23:59,Hombre,35-39,Río,Monte Cristi
1438,2015,Junio,Martes,12:00-17:59,Hombre,14-Oct,Río,Santo Domingo
1439,2015,Junio,Miércoles,12:00-17:59,Hombre,0-4,Otros,Elías Pina
1440,2015,Junio,Jueves,18:00-23:59,Hombre,30-34,Canal,Duarte
1441,2015,Junio,Viernes,12:00-17:59,Hombre,0-4,Canal,Peravia
1442,2015,Junio,Domingo,12:00-17:59,Hombre,20-24,Piscina,Santo Domingo
1443,2015,Junio,Lunes, 6:00-11:59,Hombre,50-54,Mar,Santo Domingo
1444,2015,Junio,Martes,12:00-17:59,Hombre,N/D,Mar,Santo Domingo
1445,2015,Julio,Miércoles,12:00-17:59,Hombre,N/D,Canal,Valverde
1446,2015,Julio,Miércoles,12:00-17:59,Hombre,50-54,Mar,Puerto Plata
1447,2015,Julio,Domingo, 6:00-11:59,Hombre,30-34,Canal,Azua
1448,2015,Julio,Sábado,12:00-17:59,Hombre,55-59,Mar,Barahona
1449,2015,Julio,Miércoles,12:00-17:59,Hombre,0-4,Otros,Azua
1450,2015,Julio,Miércoles,12:00-17:59,Mujer,15-19,Mar,Distrito Nacional
1451,2015,Julio,Domingo,12:00-17:59,Hombre,20-24,Mar,Santo Domingo
1452,2015,Julio,Miércoles,12:00-17:59,Hombre,25-29,Pozo,Azua
1453,2015,Julio,Jueves,18:00-23:59,Hombre,20-24,Otros,Independencia
1454,2015,Julio,Domingo,12:00-17:59,Hombre,0-4,Piscina,San Pedro de Macorís
1455,2015,julio,Domingo,12:00-17:59,Hombre,25-29,Río,San Juan
1456,2015,Julio,Domingo,18:00-23:59,Mujer,0-4,Cisterna,Santiago
1457,2015,Julio,Lunes, 6:00-11:59,Hombre,20-24,Río,Santo Domingo
1458,2015,Julio,Martes,12:00-17:59,Hombre,14-Oct,Otros,Monte Plata
1459,2015,Julio,Miércoles,12:00-17:59,Mujer,20-24,Río,La Vega
1460,2015,Julio,Domingo,12:00-17:59,Hombre,9-May,Mar,Santo Domingo
1461,2015,Julio,Domingo,18:00-23:59,Hombre,60-64,Río,Monte Plata
1462,2015,Julio,Lunes,12:00-17:59,Hombre,40-44,Canal,Santiago
1463,2015,Julio,Martes,12:00-17:59,Hombre,50-54,Mar,Santo Domingo
1464,2015,Julio,Jueves,12:00-17:59,Hombre,35-39,Mar,San Cristóbal
1465,2015,Julio,Viernes,18:00-23:59,Hombre,30-34,Piscina,La Altagracia
1466,2015,Agosto,Sábado, 6:00-11:59,Hombre,45-49,Canal,Santiago
1467,2015,Agosto,Domingo,18:00-23:59,Hombre,35-39,Piscina,Santo Domingo
1468,2015,Agosto,Domingo,18:00-23:59,Hombre,9-May,Río,Santo Domingo
1469,2015,Agosto,Domingo,12:00-17:59,Hombre,40-44,Río,Peravia
1470,2015,Agosto,Domingo,18:00-23:59,Hombre,25-29,Río,Santiago
1471,2015,Agosto,Lunes, 6:00-11:59,Mujer,0-4,Piscina,Distrito Nacional
1472,2015,Agosto,Jueves,12:00-17:59,Hombre,40-44,Mar,Distrito Nacional
1473,2015,Agosto,Jueves,12:00-17:59,Hombre,15-19,Mar,Distrito Nacional
1474,2015,Agosto,Viernes, 6:00-11:59,Hombre,30-34,Mar,Samaná
1475,2015,Agosto,Viernes,12:00-17:59,Hombre,35-39,Mar,Monte Cristi
1476,2015,Agosto,Viernes,12:00-17:59,Hombre,15-19,Mar,Monte Cristi
1477,2015,Agosto,Domingo,18:00-23:59,Hombre,20-24,Mar,Santo Domingo
1478,2015,Agosto,Domingo,12:00-17:59,Mujer,14-Oct,Río,Santo Domingo
1479,2015,Agosto,Domingo,18:00-23:59,Hombre,30-34,Mar,Distrito Nacional
1480,2015,Agosto,Domingo,18:00-23:59,Hombre,9-May,Río,Santiago
1481,2015,Agosto,Lunes,12:00-17:59,Hombre,0-4,Pozo,San Pedro de Macorís
1482,2015,Agosto,Lunes,12:00-17:59,Mujer,35-39,Mar,Puerto Plata
1483,2015,Agosto,Viernes,12:00-17:59,Mujer,14-Oct,Río,San Pedro de Macorís
1484,2015,Agosto,Viernes,18:00-23:59,Hombre,40-44,Río,San Cristóbal
1485,2015,Agosto,Sábado,12:00-17:59,Hombre,45-49,Río,La Romana
1486,2015,Agosto,Domingo,12:00-17:59,Mujer,14-Oct,Mar,San Cristóbal
1487,2015,Agosto,Domingo,12:00-17:59,Hombre,20-24,Canal,Azua
1488,2015,Agosto,Domingo,12:00-17:59,Hombre,55-59,Mar,La Romana
1489,2015,Agosto,Sábado,18:00-23:59,Hombre,9-May,Cisterna,Santo Domingo
1490,2015,Agosto,Domingo,12:00-17:59,Hombre,35-39,Canal,Santiago
1491,2015,Agosto,Domingo,18:00-23:59,Mujer,9-May,Piscina,Santiago
1492,2015,Agosto,Domingo,12:00-17:59,Hombre,40-44,Otros,María Trinidad Sánchez
1493,2015,Agosto,Miércoles,12:00-17:59,Hombre,0-4,Cubeta,Santo Domingo
1494,2015,Agosto,Jueves, 6:00-11:59,Hombre,65-69,Otros,Independencia
1495,2015,Agosto,Sábado,12:00-17:59,Hombre,15-19,Otros,Monte Plata
1496,2015,Agosto,Domingo,12:00-17:59,Hombre,14-Oct,Río,Valverde
1497,2015,Agosto,Domingo,12:00-17:59,Hombre,45-49,Mar,San Cristóbal
1498,2015,Agosto,Domingo,12:00-17:59,Hombre,30-34,Mar,La Romana
1499,2015,Septiembre,Viernes,12:00-17:59,Hombre,N/D,Mar,Distrito Nacional
1500,2015,Septiembre,Domingo,18:00-23:59,Hombre,30-34,Mar,Azua
1501,2015,Septiembre,Domingo,12:00-17:59,Hombre,40-44,Río,Monte Plata
1502,2015,Septiembre,Domingo,18:00-23:59,Hombre,45-49,Mar,Puerto Plata
1503,2015,Septiembre,Lunes,18:00-23:59,Hombre,0-4,Canal,Duarte
1504,2015,Septiembre,Miércoles,12:00-17:59,Mujer,35-39,Mar,La Romana
1505,2015,Septiembre,Viernes,12:00-17:59,Hombre,0-4,Cubeta,La Altagracia
1506,2015,Septiembre,Lunes,12:00-17:59,Hombre,45-49,Cisterna,Santo Domingo
1507,2015,Septiembre,Jueves,18:00-23:59,Mujer,9-May,Mar,San Pedro de Macorís
1508,2015,Septiembre,Jueves,18:00-23:59,Hombre,9-May,Mar,San Pedro de Macorís
1509,2015,Septiembre,Jueves, 6:00-11:59,Hombre,50-54,Río,Barahona
1510,2015,Septiembre,Viernes,12:00-17:59,Hombre,0-4,Cisterna,Santiago
1511,2015,Septiembre,Viernes,18:00-23:59,Mujer,0-4,Piscina,La Altagracia
1512,2015,Septiembre,Martes,12:00-17:59,Mujer,14-Oct,Otros,Dajabón
1513,2015,Septiembre,Martes,12:00-17:59,Hombre,14-Oct,Otros,Dajabón
1514,2015,Septiembre,Martes,12:00-17:59,Hombre,14-Oct,Otros,Dajabón
1515,2015,Septiembre,Jueves, 6:00-11:59,Hombre,35-39,Mar,Azua
1516,2015,Septiembre,Jueves, 6:00-11:59,Hombre,30-34,Mar,Santo Domingo
1517,2015,Septiembre,Jueves,12:00-17:59,Mujer,0-4,Piscina,Duarte
1518,2015,Septiembre,Jueves,18:00-23:59,Hombre,30-34,Mar,Puerto Plata
1519,2015,Septiembre,Jueves,12:00-17:59,Hombre,20-24,Mar,Santo Domingo
1520,2015,Septiembre,Viernes,18:00-23:59,Mujer,50-54,Río,Espaillat
1521,2015,Septiembre,Sábado, 6:00-11:59,Hombre,9-May,Cisterna,Peravia
1522,2015,Septiembre,Lunes,18:00-23:59,Hombre,20-24,Río,San Cristóbal
1523,2015,Septiembre,Miércoles,18:00-23:59,Hombre,30-34,Canal,Santiago
1524,2015,Septiembre,Sábado,12:00-17:59,Hombre,75-79,Mar,La Altagracia
1525,2015,Septiembre,Sábado,18:00-23:59,Mujer,20-24,Cisterna,Santo Domingo
1526,2015,Octubre,Domingo, 6:00-11:59,Hombre,20-24,Cisterna,San Cristóbal
1527,2015,Octubre,Domingo,12:00-17:59,Hombre,9-May,Río,Santiago
1528,2015,Octubre,Lunes,12:00-17:59,Hombre,30-34,Canal,Elías Pina
1529,2015,Octubre,Miércoles,12:00-17:59,Hombre,65-69,Río,Barahona
1530,2015,Octubre,Sábado,12:00-17:59,Mujer,9-May,Mar,San Pedro de Macorís
1531,2015,Octubre,Sábado,12:00-17:59,Hombre,0-4,Piscina,Duarte
1532,2015,Octubre,Sábado,12:00-17:59,Mujer,0-4,Piscina,San Pedro de Macorís
1533,2015,Octubre,Domingo,12:00-17:59,Hombre,45-49,Canal,San Juan
1534,2015,Octubre,Domingo,18:00-23:59,Hombre,20-24,Piscina,Santo Domingo
1535,2015,Octubre,Martes,12:00-17:59,Hombre,50-54,Cisterna,La Altagracia
1536,2015,Octubre,Miércoles,12:00-17:59,Hombre,9-May,Otros,Santo Domingo
1537,2015,Octubre,Jueves,12:00-17:59,Hombre,45-49,Mar,Santo Domingo
1538,2015,Octubre,Sábado,18:00-23:59,Mujer,0-4,Canal,Santiago
1539,2015,Octubre,Martes, 6:00-11:59,Hombre,0-4,Cubeta,Valverde
1540,2015,Octubre,Sábado,12:00-17:59,Hombre,N/D,Canal,Valverde
1541,2015,Octubre,Domingo, 6:00-11:59,Hombre,9-May,Piscina,Valverde
1542,2015,Octubre,Miércoles,12:00-17:59,Hombre,30-34,Mar,Santo Domingo
1543,2015,Octubre,Miércoles,18:00-23:59,Hombre,20-24,Río,Santo Domingo
1544,2015,Noviembre,Domingo,12:00-17:59,Hombre,40-44,Mar,Samaná
1545,2015,Noviembre,Domingo,12:00-17:59,Hombre,0-4,Cubeta,Santiago
1546,2015,Noviembre,Domingo,18:00-23:59,Hombre,15-19,Mar,Puerto Plata
1547,2015,Noviembre,Domingo, 6:00-11:59,Mujer,0-4,Otros,Santo Domingo
1548,2015,Noviembre,Martes, 6:00-11:59,Hombre,60-64,Canal,Sánchez Ramírez
1549,2015,Noviembre,Miércoles,12:00-17:59,Hombre,15-19,Mar,Puerto Plata
1550,2015,Noviembre,Miércoles,18:00-23:59,Mujer,25-29,Río,Distrito Nacional
1551,2015,Noviembre,Viernes,18:00-23:59,Mujer,9-May,Canal,Bahoruco
1552,2015,Noviembre,Viernes,18:00-23:59,Hombre,40-44,Mar,El Seybo
1553,2015,Noviembre,Domingo, 6:00-11:59,Hombre,30-34,Mar,Barahona
1554,2015,Noviembre,Lunes,12:00-17:59,Mujer,15-19,Mar,Santo Domingo
1555,2015,Noviembre,Lunes,12:00-17:59,Hombre,15-19,Mar,Santo Domingo
1556,2015,Noviembre,Miércoles,18:00-23:59,Hombre,30-34,Mar,Distrito Nacional
1557,2015,Noviembre,Viernes,18:00-23:59,Hombre,9-May,Río,La Altagracia
1558,2015,Noviembre,Viernes,18:00-23:59,Hombre,14-Oct,Río,Santo Domingo
1559,2015,Noviembre,Domingo,12:00-17:59,Hombre,30-34,Mar,Distrito Nacional
1560,2015,Noviembre,Domingo,12:00-17:59,Hombre,15-19,Mar,Puerto Plata
1561,2015,Noviembre,Domingo,18:00-23:59,Hombre,55-59,Canal,Santiago
1562,2015,Noviembre,Lunes, 6:00-11:59,Hombre,20-24,Río,Hato Mayor
1563,2015,Noviembre,Lunes,12:00-17:59,Hombre,25-29,Mar,La Altagracia
1564,2015,Noviembre,Lunes,18:00-23:59,Hombre,25-29,Río,San Pedro de Macorís
1565,2015,Noviembre,Martes, 6:00-11:59,Hombre,15-19,Mar,Santo Domingo
1566,2015,Noviembre,Martes, 6:00-11:59,Hombre,40-44,Río,Santiago
1567,2015,Noviembre,Miércoles,12:00-17:59,Hombre,14-Oct,Otros,Santo Domingo
1568,2015,Noviembre,Sábado,12:00-17:59,Hombre,55-59,Mar,Puerto Plata
1569,2015,Noviembre,Lunes,12:00-17:59,Hombre,70-74,Mar,Samaná
1570,2015,Noviembre,Sábado,18:00-23:59,Hombre,0-4,Cisterna,Santo Domingo
1571,2015,Diciembre,Sábado,18:00-23:59,Hombre,9-May,Piscina,La Altagracia
1572,2015,Diciembre,Sábado,12:00-17:59,Hombre,20-24,Canal,Valverde
1573,2015,Diciembre,Sábado,12:00-17:59,Hombre,15-19,Mar,Santo Domingo
1574,2015,Diciembre,Domingo,12:00-17:59,Hombre,25-29,Río,Hato Mayor
1575,2015,Diciembre,Martes, 6:00-11:59,Hombre,60-64,Canal,Valverde
1576,2015,Diciembre,Miércoles,12:00-17:59,Hombre,14-Oct,Canal,Azua
1577,2015,Diciembre,Miércoles, 6:00-11:59,Mujer,65-69,Mar,Santo Domingo
1578,2015,Diciembre,Miércoles, 6:00-11:59,Mujer,70-74,Mar,La Altagracia
1579,2015,Diciembre,Viernes, 6:00-11:59,Mujer,35-39,Piscina,Puerto Plata
1580,2015,Diciembre,Sábado,12:00-17:59,Hombre,45-49,Pozo,La Vega
1581,2015,Diciembre,Sábado,18:00-23:59,Hombre,35-39,Otros,Peravia
1582,2015,Diciembre,Viernes,12:00-17:59,Mujer,50-54,Mar,San Pedro de Macorís
1583,2015,Diciembre,Sábado,12:00-17:59,Hombre,15-19,Piscina,Santo Domingo
1584,2015,Diciembre,Sábado,12:00-17:59,Mujer,0-4,Cubeta,Santo Domingo
1585,2015,Diciembre,Sábado,18:00-23:59,Hombre,35-39,Mar,Distrito Nacional
1586,2015,Diciembre,Domingo,12:00-17:59,Hombre,55-59,Mar,San Cristóbal
1587,2015,Diciembre,Lunes,18:00-23:59,Hombre,65-69,Mar,Distrito Nacional
1588,2015,Diciembre,Lunes,12:00-17:59,Hombre,70-74,Río,Monte Plata
1589,2015,Diciembre,Miércoles,12:00-17:59,Hombre,0-4,Río,Distrito Nacional
1590,2015,Diciembre,Jueves,12:00-17:59,Hombre,40-44,Mar,Samaná
1591,2015,Diciembre,Sábado,12:00-17:59,Mujer,0-4,Canal,Valverde
1592,2016,Enero,Sábado,12:00-17:59,Hombre,25-29,Mar,San Cristóbal
1593,2016,Enero,Lunes, 6:00-11:59,Hombre,55-59,Mar,Santo Domingo
1594,2016,Enero,Jueves, 6:00-11:59,Hombre,70-74,Mar,Samaná
1595,2016,Enero,Jueves,12:00-17:59,Mujer,9-May,Río,Sánchez Ramírez
1596,2016,Enero,Domingo,12:00-17:59,Mujer,50-54,Mar,Santo Domingo
1597,2016,Enero,Domingo,12:00-17:59,Hombre,20-24,Río,Santo Domingo
1598,2016,Enero,Domingo,18:00-23:59,Hombre,0-4,Río,Santo Domingo
1599,2016,Enero,Domingo, 6:00-11:59,Hombre,25-29,Mar,Distrito Nacional
1600,2016,Enero,Lunes,12:00-17:59,Hombre,25-29,Mar,Distrito Nacional
1601,2016,Enero,Jueves, 6:00-11:59,Hombre,25-29,Río,San Cristóbal
1602,2016,Enero,Sábado,12:00-17:59,Hombre,14-Oct,Río,Elías Pina
1603,2016,Enero,Domingo,12:00-17:59,Hombre,14-Oct,Río,La Vega
1604,2016,Enero,Lunes, 6:00-11:59,Hombre,0-4,Cubeta,Espaillat
1605,2016,Enero,Jueves,18:00-23:59,Hombre,15-19,Pozo,La Romana
1606,2016,Enero,Jueves,12:00-17:59,Hombre,35-39,Canal,Santiago
1607,2016,Enero,Domingo,12:00-17:59,Hombre,50-54,Mar,La Romana
1608,2016,Enero,Martes,18:00-23:59,Hombre,45-49,Cisterna,Santo Domingo
1609,2016,Enero,Miércoles,18:00-23:59,Hombre,0-4,Cubeta,Santo Domingo
1610,2016,Enero,Sábado,12:00-17:59,Hombre,25-29,Mar,Pedernales
1611,2016,Febrero,Lunes, 6:00-11:59,Hombre,75-79,Canal,Monte Cristi
1612,2016,Febrero,Martes, 6:00-11:59,Hombre,45-49,Mar,Samaná
1613,2016,Febrero,Jueves,12:00-17:59,Hombre,25-29,Mar,La Altagracia
1614,2016,Febrero,Sábado,0:00-05:59,Hombre,30-34,Otros,La Vega
1615,2016,Febrero,Sábado,18:00-23:59,Hombre,14-Oct,Cubeta,Santo Domingo
1616,2016,Febrero,Lunes,18:00-23:59,Hombre,20-24,Río,Duarte
1617,2016,Febrero,Lunes,18:00-23:59,Mujer,0-4,Piscina,Samaná
1618,2016,Marzo,Jueves,12:00-17:59,Mujer,40-44,Cubeta,Peravia
1619,2016,Marzo,Domingo,12:00-17:59,Hombre,20-24,Río,Santiago
1620,2016,Marzo,Domingo,18:00-23:59,Hombre,15-19,Río,La Altagracia
1621,2016,Marzo,Martes, 6:00-11:59,Mujer,0-4,Canal,Monte Cristi
1622,2016,Marzo,Martes,12:00-17:59,Mujer,9-May,Pozo,Santo Domingo
1623,2016,Marzo,Jueves,12:00-17:59,Hombre,9-May,Canal,Santiago
1624,2016,Marzo,Martes,18:00-23:59,Hombre,40-44,Mar,Santo Domingo
1625,2016,Marzo,Martes,18:00-23:59,Mujer,45-49,Mar,Santo Domingo
1626,2016,Marzo,Viernes,12:00-17:59,Hombre,N/D,Río,Santo Domingo
1627,2016,Marzo,Domingo,12:00-17:59,Hombre,30-34,Río,Distrito Nacional
1628,2016,Marzo,Domingo,12:00-17:59,Hombre,15-19,Mar,María Trinidad Sánchez
1629,2016,Marzo,Domingo,18:00-23:59,Hombre,60-64,Mar,Puerto Plata
1630,2016,Marzo,Lunes,12:00-17:59,Hombre,9-May,Canal,Valverde
1631,2016,Marzo,Lunes,12:00-17:59,Hombre,14-Oct,Río,Independencia
1632,2016,Marzo,Martes,12:00-17:59,Hombre,0-4,Cubeta,San Cristóbal
1633,2016,Marzo,Miércoles,18:00-23:59,Hombre,14-Oct,Canal,Santiago
1634,2016,Marzo,Miércoles,12:00-17:59,Hombre,9-May,Río,Puerto Plata
1635,2016,Marzo,Miércoles,N/D,Hombre,14-Oct,Mar,Monte Cristi
1636,2016,Marzo,Jueves,12:00-17:59,Hombre,20-24,Río,Santo Domingo
1637,2016,Marzo,Viernes, 6:00-11:59,Hombre,30-34,Mar,Samaná
1638,2016,Marzo,Viernes,12:00-17:59,Hombre,0-4,Cisterna,Azua
1639,2016,Marzo,Viernes,18:00-23:59,Hombre,14-Oct,Río,San Juan
1640,2016,Marzo,Sábado,12:00-17:59,Hombre,20-24,Río,Santo Domingo
1641,2016,Marzo,Sábado,18:00-23:59,Hombre,15-19,Río,Santiago
1642,2016,Marzo,Sábado,18:00-23:59,Hombre,9-May,Canal,Peravia
1643,2016,Marzo,Domingo,12:00-17:59,Hombre,20-24,Río,Duarte
1644,2016,Marzo,Domingo,18:00-23:59,Mujer,0-4,Río,Peravia
1645,2016,Marzo,Domingo,12:00-17:59,Hombre,9-May,Río,San Cristóbal
1646,2016,Marzo,Lunes,12:00-17:59,Hombre,75-79,Canal,Santiago
1647,2016,Marzo,Martes, 6:00-11:59,Hombre,30-34,Río,Sánchez Ramírez
1648,2016,Marzo,Miércoles, 6:00-11:59,Hombre,60-64,Mar,San Pedro de Macorís
1649,2016,Marzo,Miércoles,18:00-23:59,Hombre,60-64,Mar,La Altagracia
1650,2016,Abril,Viernes,18:00-23:59,Hombre,0-4,Río,Santiago
1651,2016,Abril,Sábado,18:00-23:59,Hombre,20-24,Mar,Santo Domingo
1652,2016,Abril,Domingo,12:00-17:59,Hombre,15-19,Mar,La Romana
1653,2016,Abril,Lunes, 6:00-11:59,Hombre,15-19,Río,Puerto Plata
1654,2016,Abril,Lunes,12:00-17:59,Hombre,0-4,Cisterna,La Altagracia
1655,2016,Abril,Martes,12:00-17:59,Hombre,15-19,Canal,Santiago
1656,2016,Abril,Sábado,12:00-17:59,Hombre,14-Oct,Río,Sánchez Ramírez
1657,2016,Abril,Domingo,0:00-05:59,Hombre,60-64,Mar,San Pedro de Macorís
1658,2016,Abril,Domingo,12:00-17:59,Hombre,9-May,Canal,Valverde
1659,2016,Abril,Lunes, 6:00-11:59,Hombre,55-59,Mar,La Altagracia
1660,2016,Abril,Martes,18:00-23:59,Hombre,60-64,Río,Monte Cristi
1661,2016,Abril,Miércoles,12:00-17:59,Hombre,50-54,Mar,Samaná
1662,2016,Abril,Jueves,12:00-17:59,Hombre,0-4,Cubeta,San Cristóbal
1663,2016,Abril,Martes,12:00-17:59,Mujer,14-Oct,Río,San Cristóbal
1664,2016,Abril,Martes,18:00-23:59,Hombre,60-64,Canal,Santiago
1665,2016,Abril,Miércoles,12:00-17:59,Hombre,14-Oct,Río,Santo Domingo
1666,2016,Abril,Jueves,N/D,Hombre,45-49,Río,Elías Pina
1667,2016,Mayo,Domingo,12:00-17:59,Hombre,25-29,Mar,La Romana
1668,2016,Mayo,Domingo,12:00-17:59,Hombre,9-May,Piscina,La Altagracia
1669,2016,Mayo,Lunes,12:00-17:59,Hombre,60-64,Río,El Seybo
1670,2016,Mayo,Lunes,12:00-17:59,Hombre,9-May,Piscina,Puerto Plata
1671,2016,Mayo,Lunes,12:00-17:59,Hombre,45-49,Río,Santiago
1672,2016,Mayo,Lunes,12:00-17:59,Hombre,15-19,Río,Santiago
1673,2016,Mayo,Lunes,12:00-17:59,Mujer,14-Oct,Río,Santiago
1674,2016,Mayo,Martes,12:00-17:59,Hombre,9-May,Mar,Santo Domingo
1675,2016,Mayo,Martes,18:00-23:59,Mujer,0-4,Pozo,Monte Plata
1676,2016,Mayo,Viernes, 6:00-11:59,Hombre,35-39,Mar,Puerto Plata
1677,2016,Mayo,Sábado,18:00-23:59,Hombre,15-19,Cisterna,La Romana
1678,2016,Mayo,Lunes,12:00-17:59,Hombre,N/D,Cisterna,Distrito Nacional
1679,2016,Mayo,Lunes,12:00-17:59,Hombre,25-29,Río,San Pedro de Macorís
1680,2016,Mayo,Martes,12:00-17:59,Hombre,50-54,Otros,Elías Pina
1681,2016,Mayo,Miércoles,12:00-17:59,Hombre,15-19,Otros,La Romana
1682,2016,Mayo,Sábado,12:00-17:59,Hombre,0-4,Cubeta,Santo Domingo
1683,2016,Mayo,Sábado,12:00-17:59,Hombre,15-19,Río,María Trinidad Sánchez
1684,2016,Mayo,Sábado,N/D,Hombre,20-24,Río,San Cristóbal
1685,2016,Mayo,Lunes,12:00-17:59,Hombre,14-Oct,Río,Duarte
1686,2016,Mayo,Miércoles,12:00-17:59,Hombre,60-64,Río,Duarte
1687,2016,Mayo,Jueves,18:00-23:59,Mujer,50-54,Cubeta,Duarte
1688,2016,Mayo,Viernes, 6:00-11:59,Hombre,35-39,Río,Elías Pina
